"group","provided","accepted","level","quality_code"
"INLEP","Schoenobius gigantella","Schoenobius gigantella","Species",10
"INCOL","Scirtes hemisphaericus","Scirtes hemisphaericus","Species",10
"INCOL","Scirtes orbicularis","Scirtes orbicularis","Species",10
"APPOL","Scolelepis (Scolelepis) foliosa","Scolelepis (Scolelepis) foliosa","Species","NA"
"APPOL","Scolelepis (Scolelepis) squamata","Scolelepis (Scolelepis) squamata","Species","NA"
"APPOL","Scolelepis bonnieri","Scolelepis bonnieri","Species",10
"APPOL","Scolelepis foliosa","Scolelepis foliosa","Species",10
"APPOL","Scolelepis korsuni","Scolelepis korsuni","Species",10
"APPOL","Scolelepis squamata","Scolelepis squamata","Species",10
"APPOL","Scolelepis tridentata","Scolelepis tridentata","Species",10
"APPOL","Lumbrineris tetraura","Scoletoma tetraura","Species",20
"APPOL","Scoletoma tetraura","Scoletoma tetraura","Species",10
"APPOL","Scoloplos (Scoloplos) armiger","Scoloplos (Scoloplos) armiger","Species","NA"
"APPOL","Scoloplos armiger","Scoloplos armiger","Species",10
"CRAMP","Scopelocheirus hopei","Scopelocheirus hopei","Species",10
"MOBIV","Scrobicularia plana","Scrobicularia plana","Species",10
"BRHYP","Scypha ciliata","Scypha ciliata","Species",10
"MOGAS","Planorbis nitidus","Segmentina nitida","Species",20
"MOGAS","Segmentina nitida","Segmentina nitida","Species",10
"CRREM","Selioides bocqueti","Selioides bocqueti","Species","NA"
"CRREM","Semibalanus balanoides","Semibalanus balanoides","Species",10
"IDREM","Sepedon sphegea","Sepedon sphegea","Species",10
"IDREM","Sepedon spinipes","Sepedon spinipes","Species",10
"MOREM","Sepiola atlantica","Sepiola atlantica","Species",10
"IDCHI","Sergentia coracina","Sergentia coracina","Species",10
"INTRI","Sericostoma flavicorne","Sericostoma flavicorne","Species",10
"INTRI","Sericostoma pedemontanum","Sericostoma personatum","Species",20
"INTRI","Sericostoma personatum","Sericostoma personatum","Species",10
"APPOL","Serpula vermicularis","Serpula vermicularis","Species",10
"INEPH","Ephemerella ignita","Serratella ignita","Species",20
"INEPH","Serratella ignita","Serratella ignita","Species",10
"INEPH","Ephemerella mesoleuca","Serratella mesoleuca","Species",20
"INEPH","Serratella mesoleuca","Serratella mesoleuca","Species",10
"BRHYP","Sertularia cupressina","Sertularia cupressina","Species",10
"IDREM","Setacera micans","Setacera micans","Species",10
"INTRI","Setodes argentipunctellus","Setodes argentipunctellus","Species",10
"INTRI","Setodes punctatus","Setodes punctatus","Species",10
"INTRI","Setodes viridis","Setodes viridis","Species",10
"INREM","Sialis fuliginosa","Sialis fuliginosa","Species",10
"INREM","Sialis flavilatera","Sialis lutaria","Species",20
"INREM","Sialis lutaria","Sialis lutaria","Species",10
"INREM","Sialis nigripes","Sialis nigripes","Species",10
"APPOL","Sigalion mathildae","Sigalion mathildae","Species",10
"APPOL","Sigalion squamosus","Sigalion squamosus","Species",10
"INHET","Sigara distincta","Sigara distincta","Species",10
"INHET","Sigara falleni","Sigara falleni","Species",10
"INHET","Sigara fossarum","Sigara fossarum","Species",10
"INHET","Sigara hellensii","Sigara hellensii","Species",10
"INHET","Sigara iactans","Sigara iactans","Species",10
"INHET","Sigara lateralis","Sigara lateralis","Species",10
"INHET","Sigara limitata","Sigara limitata","Species",10
"INHET","Sigara longipalis","Sigara longipalis","Species",10
"INHET","Sigara nigrolineata","Sigara nigrolineata","Species",10
"INHET","Sigara scotti","Sigara scotti","Species",10
"INHET","Sigara selecta","Sigara selecta","Species",10
"INHET","Sigara semistriata","Sigara semistriata","Species",10
"INHET","Sigara stagnalis","Sigara stagnalis","Species",10
"INHET","Sigara striata","Sigara striata","Species",10
"APPOL","Sige fusigera","Sige fusigera","Species","NA"
"INTRI","Silo nigricornis","Silo nigricornis","Species",10
"INTRI","Silo pallipes","Silo pallipes","Species",10
"INTRI","Silo piceus","Silo piceus","Species",10
"MOBIV","Similipecten similis","Similipecten similis","Species","NA"
"IDSIM","Eusimulium angustipes","Simulium angustipes","Species",20
"IDSIM","Simulium angustipes","Simulium angustipes","Species",10
"IDSIM","Simulium angustitarse","Simulium angustitarse","Species",10
"IDSIM","Simulium argyreatum","Simulium argyreatum","Species",10
"IDSIM","Eusimulium aureum","Simulium aureum","Species",20
"IDSIM","Simulium aureum","Simulium aureum","Species",10
"IDSIM","Cnetha costata","Simulium costatum","Species",20
"IDSIM","Eusimulium costatum","Simulium costatum","Species",20
"IDSIM","Simulium costatum","Simulium costatum","Species",10
"IDSIM","Cnetha cryophila","Simulium cryophilum","Species",20
"IDSIM","Eusimulium cryophilum","Simulium cryophilum","Species",20
"IDSIM","Simulium cryophilum","Simulium cryophilum","Species",10
"IDSIM","Simulium equinum","Simulium equinum","Species",10
"IDSIM","Wilhelmia equina","Simulium equinum","Species",20
"IDSIM","Boophthora erythrocephala","Simulium erythrocephalum","Species",20
"IDSIM","Simulium erythrocephalum","Simulium erythrocephalum","Species",10
"IDSIM","Odagmia nitidifrons","Simulium intermedium","Species",20
"IDSIM","Simulium intermedium","Simulium intermedium","Species",10
"IDSIM","Simulium juxtacrenobium","Simulium juxtacrenobium","Species",10
"IDSIM","Simulium latipes","Simulium latipes","Species",10
"IDSIM","Simulium lineatum","Simulium lineatum","Species",10
"IDSIM","Nevermannia lundstromi","Simulium lundstromi","Species",20
"IDSIM","Simulium lundstromi","Simulium lundstromi","Species",10
"IDSIM","Simulium maculatum","Simulium maculatum","Species",10
"IDSIM","Simulium monticola","Simulium monticola","Species",10
"IDSIM","Simulium morsitans","Simulium morsitans","Species",10
"IDSIM","Simulium noelleri","Simulium noelleri","Species",10
"IDSIM","Odagmia ornata","Simulium ornatum","Species",20
"IDSIM","Simulium ornatum","Simulium ornatum","Species",10
"IDSIM","Simulium paramorsitans","Simulium paramorsitans","Species",10
"IDSIM","Simulium austeni","Simulium posticatum","Species",20
"IDSIM","Simulium posticatum","Simulium posticatum","Species",10
"IDSIM","Simulium galeratum","Simulium reptans","Species",20
"IDSIM","Simulium reptans","Simulium reptans","Species",10
"IDSIM","Simulium rostratum","Simulium rostratum","Species",10
"IDSIM","Odagmia spinosa","Simulium trifasciatum","Species",20
"IDSIM","Simulium trifasciatum","Simulium trifasciatum","Species",10
"IDSIM","Simulium urbanum","Simulium urbanum","Species",10
"IDSIM","Simulium variegatum","Simulium variegatum","Species",10
"IDSIM","Simulium velutinum","Simulium velutinum","Species",10
"IDSIM","Cnetha latipes","Simulium vernum","Species",20
"IDSIM","Simulium vernum","Simulium vernum","Species",10
"CRREM","Sinelobus stanfordi","Sinelobus stanfordi","Species",10
"CRREM","Sinelobus vanhaareni","Sinelobus vanhaareni","Species",10
"INEPH","Siphlonurus aestivalis","Siphlonurus aestivalis","Species",10
"INEPH","Siphlonurus alternatus","Siphlonurus alternatus","Species",10
"INEPH","Siphlonurus linnaeanus","Siphlonurus alternatus","Species",20
"INEPH","Siphlonurus armatus","Siphlonurus armatus","Species",10
"INEPH","Siphlonurus lacustris","Siphlonurus lacustris","Species",10
"CRAMP","Siphonoecetes (Centraloecetes) kroyeranus","Siphonoecetes (Centraloecetes) kroyeranus","Species","NA"
"CRAMP","Siphonoecetes kroeyeranus","Siphonoecetes (Centraloecetes) kroyeranus","Species","NA"
"CRAMP","Siphonoecetes (Centraloecetes) striatus","Siphonoecetes (Centraloecetes) striatus","Species","NA"
"CRAMP","Siphonoecetes kroyeranus","Siphonoecetes kroyeranus","Species",10
"CRAMP","Siphonoecetes striatus","Siphonoecetes striatus","Species",10
"INREM","Siphonoperla burmeisteri","Siphonoperla burmeisteri","Species",10
"INREM","Siphonoperla torrentium","Siphonoperla torrentium","Species",10
"CRMYS","Siriella clausii","Siriella clausii","Species",10
"INREM","Sisyra dalii","Sisyra dalii","Species",10
"INREM","Sisyra fuscata","Sisyra nigra","Species",20
"INREM","Sisyra nigra","Sisyra nigra","Species",10
"MOGAS","Skeneopsis planorbis","Skeneopsis planorbis","Species",10
"APOLI","Slavina appendiculata","Slavina appendiculata","Species",10
"IDCHI","Smittia aterrima","Smittia aterrima","Species",10
"IDCHI","Smittia contingens","Smittia contingens","Species",10
"IDCHI","Smittia edwardsi","Smittia edwardsi","Species",10
"IDCHI","Smittia foliacea","Smittia foliacea","Species",10
"IDCHI","Smittia leucopogon","Smittia leucopogon","Species",10
"IDCHI","Smittia nudipennis","Smittia nudipennis","Species",10
"IDCHI","Smittia pratorum","Smittia pratorum","Species",10
"CRAMP","Socarnes erythrophthalmus","Socarnes erythrophthalmus","Species","NA"
"ARACH","Soldanellonyx monardi","Soldanellonyx monardi","Species",10
"INODO","Somatochlora arctica","Somatochlora arctica","Species",10
"INODO","Somatochlora flavomaculata","Somatochlora flavomaculata","Species",10
"INODO","Somatochlora metallica","Somatochlora metallica","Species",10
"MOGAS","Bela brachystoma","Sorgenfreispira brachystoma","Species","NA"
"APOLI","Sparganophilus tamesis","Sparganophilus tamesis","Species",10
"ECHIN","Spatangus purpureus","Spatangus purpureus","Species","NA"
"APOLI","Specaria josinae","Specaria josinae","Species",10
"INCOL","Spercheus emarginatus","Spercheus emarginatus","Species",10
"ARACH","Sperchon clupeifer","Sperchon clupeifer","Species",10
"ARACH","Sperchon compactilis","Sperchon compactilis","Species",10
"ARACH","Sperchon denticulatus","Sperchon denticulatus","Species",10
"ARACH","Sperchon glandulosus","Sperchon glandulosus","Species",10
"ARACH","Sperchon insignis","Sperchon insignis","Species",10
"ARACH","Sperchon longirostris","Sperchon longirostris","Species",10
"ARACH","Sperchon longissimus","Sperchon longissimus","Species",10
"ARACH","Sperchon papillosus","Sperchon papillosus","Species",10
"ARACH","Sperchon setiger [1]","Sperchon setiger [1]","Species",10
"ARACH","Sperchon setiger [2]","Sperchon setiger [2]","Species",10
"ARACH","Sperchon squamosus","Sperchon squamosus","Species",10
"ARACH","Sperchon thienemanni","Sperchon thienemanni","Species",10
"ARACH","Sperchon turgidus","Sperchon turgidus","Species",10
"ARACH","Sperchon vaginosus","Sperchon vaginosus","Species",10
"ARACH","Sperchonopsis verrucosa","Sperchonopsis verrucosa","Species",10
"MOBIV","Sphaerium corneum","Sphaerium corneum","Species",10
"MOBIV","Sphaerium nucleus","Sphaerium nucleus","Species",10
"MOBIV","Sphaerium ovale","Sphaerium ovale","Species",10
"MOBIV","Sphaerium rivicola","Sphaerium rivicola","Species",10
"MOBIV","Sphaerium solidum","Sphaerium solidum","Species",10
"APPOL","Sphaerodoropsis minuta","Sphaerodoropsis minuta","Species",10
"APPOL","Sphaerodorum flavum","Sphaerodorum gracilis","Species",20
"APPOL","Sphaerodorum gracilis","Sphaerodorum gracilis","Species",10
"CRISO","Sphaeroma serratum","Sphaeroma serratum","Species",10
"IDREM","Sphaeromias fasciatus","Sphaeromias fasciatus","Species",10
"APPOL","Sphaerosyllis bulbosa","Sphaerosyllis bulbosa","Species","NA"
"APPOL","Sphaerosyllis hystrix","Sphaerosyllis hystrix","Species",10
"APPOL","Sphaerosyllis taylori","Sphaerosyllis taylori","Species",10
"IDREM","Sphegina clunipes","Sphegina clunipes","Species",10
"IDREM","Sphegina elegans","Sphegina elegans","Species",10
"MOBIV","Sphenia binghami","Sphenia binghami","Species",10
"IDREM","Spilogona biseriata","Spilogona biseriata","Species",10
"APPOL","Spinther arcticus","Spinther arcticus","Species","NA"
"APPOL","Spinther oniscoides","Spinther oniscoides","Species","NA"
"APPOL","Spio armata","Spio armata","Species",10
"APPOL","Spio decoratus","Spio decoratus","Species",10
"APPOL","Spio filicornis","Spio filicornis","Species",10
"APPOL","Spio goniocephala","Spio goniocephala","Species",10
"APPOL","Spio martinensis","Spio martinensis","Species",10
"APPOL","Spio symphyta","Spio symphyta","Species",10
"APPOL","Spiochaetopterus","Spiochaetopterus","Species","NA"
"APPOL","Spiochaetopterus typicus","Spiochaetopterus typicus","Species","NA"
"APPOL","Spiophanes bombyx","Spiophanes bombyx","Species",10
"APPOL","Spiophanes kroyeri","Spiophanes kroyeri","Species",10
"APOLI","Spiridion insigne","Spiridion insigne","Species",10
"APPOL","Spirobranchus lamarcki","Spirobranchus lamarcki","Species","NA"
"APPOL","Spirobranchus triqueter","Spirobranchus triqueter","Species","NA"
"APPOL","Spirorbis tridentatus","Spirorbis tridentatus","Species",10
"APOLI","Spirosperma ferox","Spirosperma ferox","Species",10
"APOLI","Peloscolex tenuis","Spirosperma tenuis","Species",20
"APOLI","Spirosperma tenuis","Spirosperma tenuis","Species",10
"MOBIV","Spisula elliptica","Spisula elliptica","Species",10
"MOBIV","Spisula solida","Spisula solida","Species",10
"MOBIV","Spisula subtruncata","Spisula subtruncata","Species",10
"BRHYP","Spongilla lacustris","Spongilla lacustris","Species",10
"MOGAS","Stagnicola corvus","Stagnicola corvus","Species",10
"MOGAS","Stagnicola fuscus","Stagnicola fuscus","Species",10
"MOGAS","Lymnaea palustris","Stagnicola palustris","Species",20
"MOGAS","Stagnicola palustris","Stagnicola palustris","Species",10
"MOGAS","Stagnicola turricula","Stagnicola turricula","Species",10
"IDSIM","Stegopterna trigonium","Stegopterna trigonium","Species",10
"IDCHI","Stempellina almi","Stempellina almi","Species",10
"IDCHI","Stempellina bausei","Stempellina bausei","Species",10
"IDCHI","Stempellina subglabripennis","Stempellina subglabripennis","Species",10
"IDCHI","Stempellinella brevis","Stempellinella brevis","Species",10
"IDCHI","Stempellinella edwardsi","Stempellinella edwardsi","Species",10
"IDCHI","Stempellinella minor","Stempellinella edwardsi","Species",20
"INCOL","Stenelmis canaliculata","Stenelmis canaliculata","Species",10
"IDCHI","Stenochironomus gibbus","Stenochironomus gibbus","Species",10
"IDCHI","Stenochironomus hibernicus","Stenochironomus hibernicus","Species",10
"IDCHI","Stenochironomus tubanticus","Stenochironomus hibernicus","Species",20
"INCOL","Stenopelmus rufinasus","Stenopelmus rufinasus","Species",10
"INTRI","Stenophylax concentricus","Stenophylax permistus","Species",20
"INTRI","Stenophylax permistus","Stenophylax permistus","Species",10
"CRAMP","Stenopleustes latipes","Stenopleustes latipes","Species",10
"CRAMP","Stenopleustes nodifera","Stenopleustes nodifera","Species","NA"
"CRAMP","Stenothoe marina","Stenothoe marina","Species",10
"CRAMP","Stenothoe monoculoides","Stenothoe monoculoides","Species",10
"CRAMP","Stenula rubrovittata","Stenula rubrovittata","Species",10
"APOLI","Stercutus niveus","Stercutus niveus","Species",10
"APPOL","Sthenelais boa","Sthenelais boa","Species",10
"APPOL","Sthenelais limicola","Sthenelais limicola","Species",10
"IDCHI","Stictochironomus maculipennis","Stictochironomus maculipennis","Species",10
"IDCHI","Stictochironomus pictulus","Stictochironomus pictulus","Species",10
"IDCHI","Stictochironomus histrio","Stictochironomus sticticus","Species",20
"IDCHI","Stictochironomus sticticus","Stictochironomus sticticus","Species",10
"INCOL","Deronectes duodecimpustulatus","Stictotarsus duodecimpustulatus","Species",20
"INCOL","Stictotarsus duodecimpustulatus","Stictotarsus duodecimpustulatus","Species",10
"IDREM","Stratiomys cenisia","Stratiomys cenisia","Species",10
"IDREM","Stratiomys chamaeleon","Stratiomys chamaeleon","Species",10
"IDREM","Stratiomys equestris","Stratiomys equestris","Species",10
"IDREM","Stratiomys longicornis","Stratiomys longicornis","Species",10
"IDREM","Stratiomys potamida","Stratiomys potamida","Species",10
"IDREM","Stratiomys furcata","Stratiomys singularior","Species",20
"IDREM","Stratiomys singularior","Stratiomys singularior","Species",10
"APPOL","Streblosoma bairdi","Streblosoma bairdi","Species","NA"
"APPOL","Streblospio benedicti","Streblospio benedicti","Species",10
"APPOL","Streblospio shrubsolii","Streblospio shrubsolii","Species",10
"APPOL","Opisthodonta pterochaeta","Streptodonta pterochaeta","Species",20
"APPOL","Streptodonta pterochaeta","Streptodonta pterochaeta","Species",10
"APPOL","Streptosyllis websteri","Streptosyllis websteri","Species",10
"MOBIV","Striarca lactea","Striarca lactea","Species",10
"MAREM","Styela calva","Styela calva","Species",10
"MAREM","Styela clava","Styela clava","Species",10
"APOLI","Stylaria lacustris","Stylaria lacustris","Species",10
"APTUR","Stylochoplana maculata","Stylochoplana maculata","Species",10
"APOLI","Stylodrilus brachystylus","Stylodrilus brachystylus","Species",10
"APOLI","Stylodrilus heringianus","Stylodrilus heringianus","Species",10
"APOLI","Stylodrilus lemani","Stylodrilus lemani","Species",10
"APPOL","Adyte pellucida","Subadyte pellucida","Species",20
"APPOL","Subadyte pellucida","Subadyte pellucida","Species",10
"INCOL","Hydroporus dorsalis","Suphrodytes dorsalis","Species",20
"INCOL","Suphrodytes dorsalis","Suphrodytes dorsalis","Species",10
"INCOL","Suphrodytes figuratus","Suphrodytes figuratus","Species",10
"BRHYP","Sycon ciliatum","Sycon ciliatum","Species","NA"
"APPOL","Syllides fulvus","Syllides fulvus","Species","NA"
"APPOL","Syllidia armata","Syllidia armata","Species",10
"APPOL","Syllis armillaris","Syllis armillaris","Species",10
"APPOL","Typosyllis armillaris","Syllis armillaris","Species",20
"APPOL","Syllis cornuta","Syllis cornuta","Species","NA"
"APPOL","Syllis garciai","Syllis garciai","Species","NA"
"APPOL","Syllis gracilis","Syllis gracilis","Species",10
"APPOL","Syllis mauretanica","Syllis mauretanica","Species","NA"
"APPOL","Syllis mercedesae","Syllis mercedesae","Species","NA"
"INODO","Sympecma fusca","Sympecma fusca","Species",10
"INODO","Sympecma braueri","Sympecma paedisca","Species",20
"INODO","Sympecma paedisca","Sympecma paedisca","Species",10
"INODO","Sympetrum danae","Sympetrum danae","Species",10
"INODO","Sympetrum depressiusculum","Sympetrum depressiusculum","Species",10
"INODO","Diplax flaveola","Sympetrum flaveolum","Species",20
"INODO","Sympetrum flaveolum","Sympetrum flaveolum","Species",10
"INODO","Sympetrum fonscolombii","Sympetrum fonscolombii","Species",10
"INODO","Sympetrum meridionale","Sympetrum meridionale","Species",10
"INODO","Sympetrum pedemontanum","Sympetrum pedemontanum","Species",10
"INODO","Diplax sanguinea","Sympetrum sanguineum","Species",20
"INODO","Sympetrum sanguineum","Sympetrum sanguineum","Species",10
"INODO","Sympetrum striolatum","Sympetrum striolatum","Species",10
"INODO","Diplax vulgata","Sympetrum vulgatum","Species",20
"INODO","Sympetrum vulgatum","Sympetrum vulgatum","Species",10
"IDREM","Symplecta stictica","Symplecta stictica","Species",10
"CRAMP","Synchelidium haplocheles","Synchelidium haplocheles","Species",10
"CRAMP","Synchelidium maculatum","Synchelidium maculatum","Species",10
"IDCHI","Syndiamesa hygropetrica","Syndiamesa hygropetrica","Species",10
"CRISO","Synidotea laticauda","Synidotea laticauda","Species",10
"IDCHI","Synorthocladius semivirens","Synorthocladius semivirens","Species",10
"IDREM","Tabanus autumnalis","Tabanus autumnalis","Species",10
"IDREM","Tabanus bromius","Tabanus bromius","Species",10
"IDREM","Tabanus cordiger","Tabanus cordiger","Species",10
"IDREM","Tabanus miki","Tabanus miki","Species",10
"INREM","Taeniopteryx nebulosa","Taeniopteryx nebulosa","Species",10
"INREM","Taeniopteryx schoenemundi","Taeniopteryx schoenemundi","Species",10
"CRAMP","Talitrus saltator","Talitrus saltator","Species",10
"CRREM","Tanaissus lilljeborgi","Tanaissus lilljeborgi","Species",10
"CRREM","Tanaopsis graciloides","Tanaopsis graciloides","Species",10
"IDCHI","Tanypus kraatzi","Tanypus kraatzi","Species",10
"IDCHI","Tanypus punctipennis","Tanypus punctipennis","Species",10
"IDCHI","Tanypus vilipennis","Tanypus vilipennis","Species",10
"INCOL","Tanysphyrus lemnae","Tanysphyrus lemnae","Species",10
"IDCHI","Tanytarsus aberrans","Tanytarsus aberrans","Species",10
"IDCHI","Tanytarsus bathophilus","Tanytarsus bathophilus","Species",10
"IDCHI","Tanytarsus brundini","Tanytarsus brundini","Species",10
"IDCHI","Tanytarsus buchonius","Tanytarsus buchonius","Species",10
"IDCHI","Tanytarsus chinyensis","Tanytarsus chinyensis","Species",10
"IDCHI","Tanytarsus curticornis","Tanytarsus curticornis","Species",10
"IDCHI","Tanytarsus debilis","Tanytarsus debilis","Species",10
"IDCHI","Tanytarsus dibranchius","Tanytarsus dibranchius","Species",10
"IDCHI","Tanytarsus dispar","Tanytarsus dispar","Species",10
"IDCHI","Tanytarsus ejuncidus","Tanytarsus ejuncidus","Species",10
"IDCHI","Tanytarsus eminulus","Tanytarsus eminulus","Species",10
"IDCHI","Tanytarsus excavatus","Tanytarsus excavatus","Species",10
"IDCHI","Tanytarsus gibbosiceps","Tanytarsus gibbosiceps","Species",10
"IDCHI","Tanytarsus gracilentus","Tanytarsus gracilentus","Species",10
"IDCHI","Tanytarsus radens","Tanytarsus gracilentus","Species",20
"IDCHI","Tanytarsus gregarius","Tanytarsus gregarius","Species",10
"IDCHI","Tanytarsus heusdensis","Tanytarsus heusdensis","Species",10
"IDCHI","Tanytarsus inaequalis","Tanytarsus inaequalis","Species",10
"IDCHI","Tanytarsus lactescens","Tanytarsus lactescens","Species",10
"IDCHI","Tanytarsus lestagei","Tanytarsus lestagei","Species",10
"IDCHI","Tanytarsus longitarsis","Tanytarsus longitarsis","Species",10
"IDCHI","Tanytarsus mancospinosus","Tanytarsus mancospinosus","Species",10
"IDCHI","Tanytarsus medius","Tanytarsus medius","Species",10
"IDCHI","Tanytarsus holochlorus","Tanytarsus mendax","Species",20
"IDCHI","Tanytarsus mendax","Tanytarsus mendax","Species",10
"IDCHI","Tanytarsus miriforceps","Tanytarsus miriforceps","Species",10
"IDCHI","Tanytarsus nemorosus","Tanytarsus nemorosus","Species",10
"IDCHI","Tanytarsus nigricollis","Tanytarsus nigricollis","Species",10
"IDCHI","Tanytarsus norvegicus","Tanytarsus norvegicus","Species",10
"IDCHI","Tanytarsus occultus","Tanytarsus occultus","Species",10
"IDCHI","Tanytarsus palettaris","Tanytarsus palettaris","Species",10
"IDCHI","Tanytarsus pallidicornis","Tanytarsus pallidicornis","Species",10
"IDCHI","Tanytarsus signatus","Tanytarsus signatus","Species",10
"IDCHI","Tanytarsus smolandicus","Tanytarsus smolandicus","Species",10
"IDCHI","Tanytarsus striatulus","Tanytarsus striatulus","Species",10
"IDCHI","Tanytarsus sylvaticus","Tanytarsus sylvaticus","Species",10
"IDCHI","Tanytarsus usmaensis","Tanytarsus usmaensis","Species",10
"IDCHI","Tanytarsus verralli","Tanytarsus verralli","Species",10
"IDCHI","Tanytarsus fimbriatus","Tanytarsus volgensis","Species",20
"IDCHI","Tanytarsus volgensis","Tanytarsus volgensis","Species",10
"ARACH","Tartarothyas romanica","Tartarothyas romanica","Species",10
"APOLI","Tasserkidrilus americanus","Tasserkidrilus americanus","Species",10
"MOBIV","Montacuta ferruginosa","Tellimya ferruginosa","Species",20
"MOBIV","Tellimya ferruginosa","Tellimya ferruginosa","Species",10
"MOBIV","Tellimya tenella","Tellimya tenella","Species",10
"IDCHI","Telmatogeton japonicus","Telmatogeton japonicus","Species",10
"IDCHI","Telmatogeton pectinatus","Telmatogeton pectinatus","Species",10
"IDCHI","Telmatopelopia nemorum","Telmatopelopia nemorum","Species",10
"IDCHI","Telopelopia fascigera","Telopelopia fascigera","Species",10
"MOGAS","Tenellia adspersa","Tenellia adspersa","Species",10
"APPOL","Terebellides stroemi","Terebellides stroemi","Species",10
"APPOL","Terebellides stroemii","Terebellides stroemii","Species","NA"
"MOBIV","Teredo navalis","Teredo navalis","Species",10
"MOGAS","Teretia anceps","Teretia anceps","Species","NA"
"MOGAS","Tergipes tergipes","Tergipes tergipes","Species",10
"IDREM","Tetanocera arrogans","Tetanocera arrogans","Species",10
"IDREM","Tetanocera ferruginea","Tetanocera ferruginea","Species",10
"IDREM","Tetanocera hyalipennis","Tetanocera hyalipennis","Species",10
"IDREM","Tetanocera silvatica","Tetanocera silvatica","Species",10
"MAREM","Tetrastemma melanocephalum","Tetrastemma melanocephalum","Species",10
"INREM","Tetrix subulata","Tetrix subulata","Species",10
"ARACH","Teutonia cometes","Teutonia cometes","Species",10
"APOLI","Thalassodrilus prostatus","Thalassodrilus prostatus","Species",10
"IDCHI","Thalassosmittia thalassophila","Thalassosmittia thalassophila","Species",10
"APPOL","Tharyx spec. A","Tharyx spec. A","Species",10
"IDREM","Thaumalea testacea","Thaumalea testacea","Species",10
"IDREM","Thaumastoptera calceata","Thaumastoptera calceata","Species",10
"APPOL","Thelepus cincinnatus","Thelepus cincinnatus","Species",10
"APPOL","Thelepus setosus","Thelepus setosus","Species","NA"
"CRAMP","Themisto compressa","Themisto compressa","Species","NA"
"MOGAS","Theodoxus danubialis","Theodoxus danubialis","Species",10
"MOGAS","Theodoxus fluviatilis","Theodoxus fluviatilis","Species",10
"APHIR","Clepsine tessulata","Theromyzon tessulatum","Species",20
"APHIR","Theromyzon tessulatum","Theromyzon tessulatum","Species",10
"CRDEC","Thia scutellata","Thia scutellata","Species",10
"IDCHI","Thienemannia gracei","Thienemannia gracei","Species",10
"IDCHI","Thienemannia gracilis","Thienemannia gracilis","Species",10
"IDCHI","Thienemanniella acuticornis","Thienemanniella acuticornis","Species",10
"IDCHI","Thienemanniella clavicornis","Thienemanniella clavicornis","Species",10
"IDCHI","Thienemanniella flaviforceps","Thienemanniella flaviforceps","Species",10
"IDCHI","Thienemanniella majuscula","Thienemanniella majuscula","Species",10
"IDCHI","Thienemannimyia carnea","Thienemannimyia carnea","Species",10
"IDCHI","Thienemannimyia pseudocarnea","Thienemannimyia pseudocarnea","Species",10
"IDCHI","Thienemanniola ploenensis","Thienemanniola ploenensis","Species",10
"APPOL","Thoracophelia flabellifera","Thoracophelia flabellifera","Species","NA"
"CRDEC","Thoralus cranchii","Thoralus cranchii","Species",10
"MOBIV","Thracia convexa","Thracia convexa","Species",10
"MOBIV","Thracia gracilis","Thracia gracilis","Species","NA"
"MOBIV","Thracia papyracea","Thracia papyracea","Species",10
"MOBIV","Thracia phaseolina","Thracia phaseolina","Species","NA"
"MOBIV","Thracia pubescens","Thracia pubescens","Species",10
"MOBIV","Thracia villosiuscula","Thracia villosiuscula","Species","NA"
"INCOL","Thryogenes atrirostris","Thryogenes atrirostris","Species",10
"INCOL","Thryogenes festucae","Thryogenes festucae","Species",10
"INCOL","Thryogenes nereis","Thryogenes nereis","Species",10
"INCOL","Thryogenes scirrhosus","Thryogenes scirrhosus","Species",10
"MOBIV","Thyasira biplicata","Thyasira biplicata","Species","NA"
"MOBIV","Thyasira equalis","Thyasira equalis","Species","NA"
"MOBIV","Thyasira flexuosa","Thyasira flexuosa","Species",10
"ECHIN","Thyone roscovita","Thyone roscovita","Species","NA"
"ARACH","Thyopsis cancellata","Thyopsis cancellata","Species",10
"MAREM","Golfingia procera","Thysanocardia procera","Species",20
"MAREM","Thysanocardia procera","Thysanocardia procera","Species",10
"MOBIV","Timoclea ovata","Timoclea ovata","Species",10
"IDREM","Psychoda alternata","Tinearia alternata","Species",20
"IDREM","Tinearia alternata","Tinearia alternata","Species",10
"INTRI","Tinodes assimilis","Tinodes assimilis","Species",10
"INTRI","Tinodes maculicornis","Tinodes maculicornis","Species",10
"INTRI","Tinodes pallidulus","Tinodes pallidulus","Species",10
"INTRI","Tinodes rostocki","Tinodes rostocki","Species",10
"INTRI","Tinodes unicolor","Tinodes unicolor","Species",10
"INTRI","Tinodes waeneri","Tinodes waeneri","Species",10
"ARACH","Tiphys bullatus","Tiphys bullatus","Species",10
"ARACH","Acercus ensifer","Tiphys ensifer","Species",20
"ARACH","Tiphys ensifer","Tiphys ensifer","Species",10
"ARACH","Tiphys latipes","Tiphys latipes","Species",10
"ARACH","Acercus ornatus","Tiphys ornatus","Species",20
"ARACH","Tiphys ornatus","Tiphys ornatus","Species",10
"ARACH","Tiphys pistillifer","Tiphys pistillifer","Species",10
"ARACH","Tiphys scaurus","Tiphys scaurus","Species",10
"ARACH","Acercus torris","Tiphys torris","Species",20
"ARACH","Tiphys torris","Tiphys torris","Species",10
